ID,Department,Municipality,Variety,Cropping_System,Sowing_Date,Sowing_Date_Est,Harvest_Date,Harvest_Date_Est,Yield
RC62_2010_43,TOLIMA,SALDANA,F2000,RIEGO,10/12/2009,YES,2/15/2010,NO,5000
RC62_2010_180,TOLIMA,SALDANA,F2000,RIEGO,4/26/2010,YES,8/30/2010,NO,7875
RC62_2011_255,TOLIMA,SALDANA,F2000,RIEGO,1/14/2011,YES,5/20/2011,NO,7312.5
RC62_2010_25,TOLIMA,SALDANA,F275,RIEGO,9/18/2009,YES,1/22/2010,NO,6250
RC62_2010_32,TOLIMA,SALDANA,F275,RIEGO,9/25/2009,YES,1/29/2010,NO,5000
RC62_2010_38,TOLIMA,SALDANA,F275,RIEGO,10/7/2009,YES,2/10/2010,NO,7187
RC62_2010_51,TOLIMA,SALDANA,F275,RIEGO,10/17/2009,YES,2/20/2010,NO,5750
RC62_2010_59,TOLIMA,SALDANA,F275,RIEGO,10/23/2009,YES,2/26/2010,NO,6250
RC62_2010_75,TOLIMA,SALDANA,F275,RIEGO,12/17/2009,YES,4/22/2010,NO,5625
RC62_2010_148,TOLIMA,SALDANA,F275,RIEGO,3/20/2010,YES,7/24/2010,NO,6800
RC62_2010_177,TOLIMA,SALDANA,F275,RIEGO,4/21/2010,YES,8/25/2010,NO,7687
RC62_2010_153,TOLIMA,SALDANA,F473,RIEGO,3/22/2010,YES,7/26/2010,NO,8148
RC62_2010_154,TOLIMA,SALDANA,F473,RIEGO,3/22/2010,YES,7/26/2010,NO,7812
RC62_2010_157,TOLIMA,SALDANA,F473,RIEGO,3/24/2010,YES,7/28/2010,NO,8375
RC62_2010_158,TOLIMA,SALDANA,F473,RIEGO,3/26/2010,YES,7/30/2010,NO,8437
RC62_2011_279,TOLIMA,SALDANA,F473,RIEGO,3/18/2011,YES,7/22/2011,NO,8000
RC62_2012_381,TOLIMA,SALDANA,F473,RIEGO,9/19/2011,YES,1/23/2012,NO,6875
RC62_2012_469,TOLIMA,SALDANA,F473,RIEGO,1/1/2012,YES,5/6/2012,NO,6875
RC62_2012_511,TOLIMA,SALDANA,F473,RIEGO,4/21/2012,YES,8/25/2012,NO,7625
RC62_2012_517,TOLIMA,SALDANA,F473,RIEGO,4/25/2012,YES,8/29/2012,NO,7784
RC62_2012_524,TOLIMA,SALDANA,F473,RIEGO,5/17/2012,YES,9/20/2012,NO,8317
RC62_2012_531,TOLIMA,SALDANA,F473,RIEGO,6/4/2012,YES,10/8/2012,NO,6625
RC62_2010_40,TOLIMA,SALDANA,F50,RIEGO,10/10/2009,YES,2/13/2010,NO,5312
RC62_2010_86,TOLIMA,SALDANA,F50,RIEGO,1/9/2010,YES,5/15/2010,NO,4000
RC62_2010_101,TOLIMA,SALDANA,F50,RIEGO,1/22/2010,YES,5/28/2010,NO,6500
RC62_2010_128,TOLIMA,SALDANA,F50,RIEGO,3/6/2010,YES,7/10/2010,NO,6750
RC62_2010_140,TOLIMA,SALDANA,F50,RIEGO,3/14/2010,YES,7/18/2010,NO,7812
RC62_2010_178,TOLIMA,SALDANA,F50,RIEGO,4/21/2010,YES,8/25/2010,NO,4062
RC62_2010_204,TOLIMA,SALDANA,F50,RIEGO,7/14/2010,YES,11/17/2010,NO,6875
RC62_2011_214,TOLIMA,SALDANA,F50,RIEGO,9/8/2010,YES,1/12/2011,NO,6250
RC62_2012_527,TOLIMA,SALDANA,F50,RIEGO,5/26/2012,YES,9/29/2012,NO,6250
RC62_2010_20,TOLIMA,SALDANA,F60,RIEGO,9/10/2009,YES,1/14/2010,NO,3125
RC62_2010_30,TOLIMA,SALDANA,F60,RIEGO,9/23/2009,YES,1/27/2010,NO,6875
RC62_2010_42,TOLIMA,SALDANA,F60,RIEGO,10/12/2009,YES,2/15/2010,NO,5750
RC62_2010_58,TOLIMA,SALDANA,F60,RIEGO,10/22/2009,YES,2/25/2010,NO,5125
RC62_2010_62,TOLIMA,SALDANA,F60,RIEGO,10/28/2009,YES,3/3/2010,NO,7812
RC62_2010_65,TOLIMA,SALDANA,F60,RIEGO,11/30/2009,YES,4/5/2010,NO,5000
RC62_2010_88,TOLIMA,SALDANA,F60,RIEGO,1/11/2010,YES,5/17/2010,NO,4562
RC62_2010_91,TOLIMA,SALDANA,F60,RIEGO,1/16/2010,YES,5/22/2010,NO,4868
RC62_2010_141,TOLIMA,SALDANA,F60,RIEGO,3/15/2010,YES,7/19/2010,NO,6562
RC62_2010_142,TOLIMA,SALDANA,F60,RIEGO,3/16/2010,YES,7/20/2010,NO,7625
RC62_2010_144,TOLIMA,SALDANA,F60,RIEGO,3/18/2010,YES,7/22/2010,NO,6875
RC62_2010_159,TOLIMA,SALDANA,F60,RIEGO,3/26/2010,YES,7/30/2010,NO,6300
RC62_2010_171,TOLIMA,SALDANA,F60,RIEGO,4/15/2010,YES,8/19/2010,NO,7750
RC62_2010_174,TOLIMA,SALDANA,F60,RIEGO,4/19/2010,YES,8/23/2010,NO,9218
RC62_2010_183,TOLIMA,SALDANA,F60,RIEGO,5/2/2010,YES,9/5/2010,NO,6500
RC62_2010_187,TOLIMA,SALDANA,F60,RIEGO,5/25/2010,YES,9/28/2010,NO,7500
RC62_2010_191,TOLIMA,SALDANA,F60,RIEGO,6/11/2010,YES,10/15/2010,NO,8312
RC62_2010_198,TOLIMA,SALDANA,F60,RIEGO,6/28/2010,YES,11/1/2010,NO,4500
RC62_2011_341,TOLIMA,SALDANA,F60,RIEGO,8/16/2011,YES,12/20/2011,NO,5625
RC62_2012_483,TOLIMA,SALDANA,F60,RIEGO,2/9/2012,YES,6/14/2012,NO,6875
RC62_2012_482,TOLIMA,SALDANA,F60,RIEGO,2/9/2012,YES,6/14/2012,NO,6875
RC62_2012_529,TOLIMA,SALDANA,F60,RIEGO,5/30/2012,YES,10/3/2012,NO,6250
RC62_2010_37,TOLIMA,SALDANA,F60 + F275,RIEGO,10/7/2009,YES,2/10/2010,NO,6250
RC62_2010_60,TOLIMA,SALDANA,F733,RIEGO,10/24/2009,YES,2/27/2010,NO,4937
RC62_2010_108,TOLIMA,SALDANA,F733,RIEGO,1/27/2010,YES,6/2/2010,NO,6750
RC62_2010_125,TOLIMA,SALDANA,F733,RIEGO,2/12/2010,YES,6/18/2010,NO,8625
RC62_2010_127,TOLIMA,SALDANA,F733,RIEGO,3/6/2010,YES,7/10/2010,NO,6250
RC62_2010_160,TOLIMA,SALDANA,F733,RIEGO,4/3/2010,YES,8/7/2010,NO,7562
RC62_2010_164,TOLIMA,SALDANA,F733,RIEGO,4/7/2010,YES,8/11/2010,NO,7500
RC62_2010_169,TOLIMA,SALDANA,F733,RIEGO,4/11/2010,YES,8/15/2010,NO,8125
RC62_2010_185,TOLIMA,SALDANA,F733,RIEGO,5/7/2010,YES,9/10/2010,NO,8125
RC62_2010_188,TOLIMA,SALDANA,F733,RIEGO,5/29/2010,YES,10/2/2010,NO,8687
RC62_2010_200,TOLIMA,SALDANA,F733,RIEGO,7/7/2010,YES,11/10/2010,NO,7125
RC62_2010_203,TOLIMA,SALDANA,F733,RIEGO,7/12/2010,YES,11/15/2010,NO,7312
RC62_2011_219,TOLIMA,SALDANA,F733,RIEGO,9/16/2010,YES,1/20/2011,NO,8313
RC62_2011_225,TOLIMA,SALDANA,F733,RIEGO,9/21/2010,YES,1/25/2011,NO,8438
RC62_2011_226,TOLIMA,SALDANA,F733,RIEGO,9/23/2010,YES,1/27/2011,NO,7125
RC62_2011_235,TOLIMA,SALDANA,F733,RIEGO,10/15/2010,YES,2/18/2011,NO,7188
RC62_2011_237,TOLIMA,SALDANA,F733,RIEGO,10/15/2010,YES,2/18/2011,NO,6750
RC62_2011_239,TOLIMA,SALDANA,F733,RIEGO,10/18/2010,YES,2/21/2011,NO,7438
RC62_2011_248,TOLIMA,SALDANA,F733,RIEGO,10/30/2010,YES,3/5/2011,NO,7125
RC62_2011_259,TOLIMA,SALDANA,F733,RIEGO,2/19/2011,YES,6/25/2011,NO,6437.5
RC62_2011_270,TOLIMA,SALDANA,F733,RIEGO,3/6/2011,YES,7/10/2011,NO,6989
RC62_2011_307,TOLIMA,SALDANA,F733,RIEGO,6/1/2011,YES,10/5/2011,NO,5593.75
RC62_2011_309,TOLIMA,SALDANA,F733,RIEGO,6/16/2011,YES,10/20/2011,NO,6562.5
RC62_2011_313,TOLIMA,SALDANA,F733,RIEGO,6/25/2011,YES,10/29/2011,NO,5750
RC62_2011_317,TOLIMA,SALDANA,F733,RIEGO,6/28/2011,YES,11/1/2011,NO,4250
RC62_2011_319,TOLIMA,SALDANA,F733,RIEGO,7/5/2011,YES,11/8/2011,NO,4750
RC62_2011_330,TOLIMA,SALDANA,F733,RIEGO,7/28/2011,YES,12/1/2011,NO,6375
RC62_2011_342,TOLIMA,SALDANA,F733,RIEGO,8/16/2011,YES,12/20/2011,NO,6562
RC62_2012_359,TOLIMA,SALDANA,F733,RIEGO,9/6/2011,YES,1/10/2012,NO,5875
RC62_2012_360,TOLIMA,SALDANA,F733,RIEGO,9/6/2011,YES,1/10/2012,NO,5312.5
RC62_2012_377,TOLIMA,SALDANA,F733,RIEGO,9/16/2011,YES,1/20/2012,NO,6562.5
RC62_2012_378,TOLIMA,SALDANA,F733,RIEGO,9/16/2011,YES,1/20/2012,NO,6000
RC62_2012_384,TOLIMA,SALDANA,F733,RIEGO,9/21/2011,YES,1/25/2012,NO,5625
RC62_2012_386,TOLIMA,SALDANA,F733,RIEGO,9/22/2011,YES,1/26/2012,NO,5937
RC62_2012_388,TOLIMA,SALDANA,F733,RIEGO,9/22/2011,YES,1/26/2012,NO,5625
RC62_2012_463,TOLIMA,SALDANA,F733,RIEGO,12/11/2011,YES,4/15/2012,NO,6562.5
RC62_2012_464,TOLIMA,SALDANA,F733,RIEGO,12/14/2011,YES,4/18/2012,NO,6562
RC62_2012_465,TOLIMA,SALDANA,F733,RIEGO,12/20/2011,YES,4/24/2012,NO,7500
RC62_2012_472,TOLIMA,SALDANA,F733,RIEGO,1/5/2012,YES,5/10/2012,NO,7187.5
RC62_2012_474,TOLIMA,SALDANA,F733,RIEGO,1/20/2012,YES,5/25/2012,NO,7500
RC62_2012_476,TOLIMA,SALDANA,F733,RIEGO,1/27/2012,YES,6/1/2012,NO,7500
RC62_2012_487,TOLIMA,SALDANA,F733,RIEGO,2/15/2012,YES,6/20/2012,NO,6562
RC62_2012_495,TOLIMA,SALDANA,F733,RIEGO,2/24/2012,YES,6/29/2012,NO,6875
RC62_2012_493,TOLIMA,SALDANA,F733,RIEGO,2/24/2012,YES,6/29/2012,NO,7062.5
RC62_2012_498,TOLIMA,SALDANA,F733,RIEGO,3/5/2012,YES,7/9/2012,NO,6875
RC62_2012_514,TOLIMA,SALDANA,F733,RIEGO,4/23/2012,YES,8/27/2012,NO,6875
RC62_2012_515,TOLIMA,SALDANA,F733,RIEGO,4/23/2012,YES,8/27/2012,NO,7000
RC62_2012_523,TOLIMA,SALDANA,F733,RIEGO,5/9/2012,YES,9/12/2012,NO,6562
RC62_2012_525,TOLIMA,SALDANA,F733,RIEGO,5/17/2012,YES,9/20/2012,NO,8125
RC62_2012_528,TOLIMA,SALDANA,F733,RIEGO,5/27/2012,YES,9/30/2012,NO,7500
RC62_2012_532,TOLIMA,SALDANA,F733,RIEGO,6/6/2012,YES,10/10/2012,NO,4700
RC62_2012_535,TOLIMA,SALDANA,F733,RIEGO,7/9/2012,YES,11/12/2012,NO,5625
RC62_2012_538,TOLIMA,SALDANA,F733,RIEGO,7/10/2012,YES,11/13/2012,NO,6875
RC62_2010_172,TOLIMA,SALDANA,FORTALEZA,RIEGO,4/16/2010,YES,8/20/2010,NO,8437
RC62_2012_373,TOLIMA,SALDANA,FORTALEZA,RIEGO,9/15/2011,YES,1/19/2012,NO,5437.5
RC62_2011_217,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/14/2010,YES,1/18/2011,NO,7250
RC62_2011_236,TOLIMA,SALDANA,LAGUNAS,RIEGO,10/15/2010,YES,2/18/2011,NO,5625
RC62_2011_283,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/5/2011,YES,8/9/2011,NO,5555
RC62_2011_286,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/6/2011,YES,8/10/2011,NO,6053
RC62_2011_293,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/12/2011,YES,8/16/2011,NO,8625
RC62_2011_294,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/12/2011,YES,8/16/2011,NO,5750
RC62_2011_297,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/18/2011,YES,8/22/2011,NO,5862
RC62_2011_299,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/20/2011,YES,8/24/2011,NO,7375
RC62_2011_301,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/22/2011,YES,8/26/2011,NO,6266
RC62_2011_308,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/10/2011,YES,10/14/2011,NO,6500
RC62_2011_311,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/22/2011,YES,10/26/2011,NO,5687.5
RC62_2011_323,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/14/2011,YES,11/17/2011,NO,7000
RC62_2011_324,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/16/2011,YES,11/19/2011,NO,5562.5
RC62_2011_326,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/21/2011,YES,11/24/2011,NO,5000
RC62_2011_328,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/26/2011,YES,11/29/2011,NO,5625
RC62_2011_331,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/28/2011,YES,12/1/2011,NO,6937.5
RC62_2011_333,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/2/2011,YES,12/6/2011,NO,5375
RC62_2011_334,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/4/2011,YES,12/8/2011,NO,7312.5
RC62_2011_337,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/7/2011,YES,12/11/2011,NO,4437.5
RC62_2011_338,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/9/2011,YES,12/13/2011,NO,5812.5
RC62_2012_354,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/1/2011,YES,1/5/2012,NO,4687.5
RC62_2012_358,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/6/2011,YES,1/10/2012,NO,5625
RC62_2012_363,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/8/2011,YES,1/12/2012,NO,7041.6
RC62_2012_364,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/8/2011,YES,1/12/2012,NO,5312
RC62_2012_376,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/16/2011,YES,1/20/2012,NO,5375
RC62_2012_380,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/19/2011,YES,1/23/2012,NO,5043.5
RC62_2012_387,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/22/2011,YES,1/26/2012,NO,5812.5
RC62_2012_459,TOLIMA,SALDANA,LAGUNAS,RIEGO,11/10/2011,YES,3/15/2012,NO,5750
RC62_2012_458,TOLIMA,SALDANA,LAGUNAS,RIEGO,11/10/2011,YES,3/15/2012,NO,7125
RC62_2012_467,TOLIMA,SALDANA,LAGUNAS,RIEGO,12/29/2011,YES,5/3/2012,NO,6562.5
RC62_2012_468,TOLIMA,SALDANA,LAGUNAS,RIEGO,12/31/2011,YES,5/5/2012,NO,6875
RC62_2012_471,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/5/2012,YES,5/10/2012,NO,6287
RC62_2012_475,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/25/2012,YES,5/30/2012,NO,6875
RC62_2012_478,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/2/2012,YES,6/7/2012,NO,6875
RC62_2012_479,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/3/2012,YES,6/8/2012,NO,6250
RC62_2012_480,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/7/2012,YES,6/12/2012,NO,6229
RC62_2012_485,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/10/2012,YES,6/15/2012,NO,6562.5
RC62_2012_484,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/10/2012,YES,6/15/2012,NO,5169
RC62_2012_489,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/17/2012,YES,6/22/2012,NO,6148
RC62_2012_490,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/17/2012,YES,6/22/2012,NO,6562
RC62_2012_491,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/18/2012,YES,6/23/2012,NO,5312.5
RC62_2012_496,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/29/2012,YES,7/4/2012,NO,6981
RC62_2012_497,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/2/2012,YES,7/6/2012,NO,5750
RC62_2012_501,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/22/2012,YES,7/26/2012,NO,6250
RC62_2012_504,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/27/2012,YES,7/31/2012,NO,6562.5
RC62_2012_506,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/28/2012,YES,8/1/2012,NO,6875
RC62_2012_508,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/2/2012,YES,8/6/2012,NO,5000
RC62_2012_509,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/5/2012,YES,8/9/2012,NO,5625
RC62_2012_518,TOLIMA,SALDANA,LAGUNAS,RIEGO,5/3/2012,YES,9/6/2012,NO,6875
RC62_2012_520,TOLIMA,SALDANA,LAGUNAS,RIEGO,5/7/2012,YES,9/10/2012,NO,6250
RC62_2012_526,TOLIMA,SALDANA,LAGUNAS,RIEGO,5/22/2012,YES,9/25/2012,NO,5625
RC62_2012_530,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/1/2012,YES,10/5/2012,NO,5515
RC62_2012_533,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/6/2012,YES,10/10/2012,NO,5250
RC62_2012_534,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/2/2012,YES,11/5/2012,NO,5000
RC62_2012_536,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/10/2012,YES,11/13/2012,NO,6562
RC62_2012_537,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/10/2012,YES,11/13/2012,NO,6125
RC62_2012_540,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/12/2012,YES,11/15/2012,NO,6250
RC62_2010_11,TOLIMA,SALDANA,MOCARI,RIEGO,8/31/2009,YES,1/4/2010,NO,6250
RC62_2010_39,TOLIMA,SALDANA,MOCARI,RIEGO,10/9/2009,YES,2/12/2010,NO,4125
RC62_2010_46,TOLIMA,SALDANA,MOCARI,RIEGO,10/14/2009,YES,2/17/2010,NO,6750
RC62_2010_48,TOLIMA,SALDANA,MOCARI,RIEGO,10/15/2009,YES,2/18/2010,NO,7375
RC62_2010_63,TOLIMA,SALDANA,MOCARI,RIEGO,11/9/2009,YES,3/15/2010,NO,7625
RC62_2010_129,TOLIMA,SALDANA,MOCARI,RIEGO,3/6/2010,YES,7/10/2010,NO,7812
RC62_2010_136,TOLIMA,SALDANA,MOCARI,RIEGO,3/13/2010,YES,7/17/2010,NO,8250
RC62_2010_151,TOLIMA,SALDANA,MOCARI,RIEGO,3/21/2010,YES,7/25/2010,NO,6875
RC62_2010_170,TOLIMA,SALDANA,MOCARI,RIEGO,4/14/2010,YES,8/18/2010,NO,5875
RC62_2011_221,TOLIMA,SALDANA,MOCARI,RIEGO,9/19/2010,YES,1/23/2011,NO,5550
RC62_2012_462,TOLIMA,SALDANA,MOCARI,RIEGO,12/6/2011,YES,4/10/2012,NO,7187.5
RC62_2010_14,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,9/1/2009,YES,1/5/2010,NO,5843
RC62_2010_29,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,9/21/2009,YES,1/25/2010,NO,5625
RC62_2010_44,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/13/2009,YES,2/16/2010,NO,6562
RC62_2010_45,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/14/2009,YES,2/17/2010,NO,5375
RC62_2010_52,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/17/2009,YES,2/20/2010,NO,5625
RC62_2010_54,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/19/2009,YES,2/22/2010,NO,4062
RC62_2010_57,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/22/2009,YES,2/25/2010,NO,5687
RC62_2010_61,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,10/24/2009,YES,2/27/2010,NO,4750
RC62_2010_68,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,12/3/2009,YES,4/8/2010,NO,4375
RC62_2010_70,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,12/7/2009,YES,4/12/2010,NO,3437
RC62_2010_72,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,12/11/2009,YES,4/16/2010,NO,3875
RC62_2010_79,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,1/4/2010,YES,5/10/2010,NO,5000
RC62_2010_80,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,1/7/2010,YES,5/13/2010,NO,5625
RC62_2010_87,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,1/9/2010,YES,5/15/2010,NO,4562.5
RC62_2010_89,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,1/15/2010,YES,5/21/2010,NO,3925
RC62_2010_95,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,1/19/2010,YES,5/25/2010,NO,6500
RC62_2010_114,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,2/3/2010,YES,6/9/2010,NO,7500
RC62_2010_116,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,2/4/2010,YES,6/10/2010,NO,4375
RC62_2010_124,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,2/9/2010,YES,6/15/2010,NO,4375
RC62_2010_139,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,3/14/2010,YES,7/18/2010,NO,4187
RC62_2010_145,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,3/18/2010,YES,7/22/2010,NO,5625
RC62_2012_356,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,9/6/2011,YES,1/10/2012,NO,5062.5
RC62_2012_505,TOLIMA,SALDANA,ORYZICA 1,RIEGO,3/28/2012,YES,8/1/2012,NO,7125
RC62_2012_507,TOLIMA,SALDANA,ORYZICA 1,RIEGO,3/29/2012,YES,8/2/2012,NO,6428
RC62_2010_21,TOLIMA,SALDANA,PANORAMA ,RIEGO,9/10/2009,YES,1/14/2010,NO,3000
RC62_2010_210,TOLIMA,SALDANA,PANORAMA ,RIEGO,8/18/2010,YES,12/22/2010,NO,6305
RC62_2010_212,TOLIMA,SALDANA,PANORAMA ,RIEGO,8/24/2010,YES,12/28/2010,NO,10125
RC62_2011_256,TOLIMA,SALDANA,PANORAMA ,RIEGO,1/27/2011,YES,6/2/2011,NO,6250
RC62_2011_260,TOLIMA,SALDANA,PANORAMA ,RIEGO,2/21/2011,YES,6/27/2011,NO,6250
RC62_2012_519,TOLIMA,SALDANA,PANORAMA ,RIEGO,5/5/2012,YES,9/8/2012,NO,6218
RC62_2012_522,TOLIMA,SALDANA,PANORAMA ,RIEGO,5/9/2012,YES,9/12/2012,NO,6250
RC62_2010_34,TOLIMA,SALDANA,SAN JUAN,RIEGO,10/1/2009,YES,2/4/2010,NO,5000
RC62_2010_35,TOLIMA,SALDANA,SAN JUAN,RIEGO,10/1/2009,YES,2/4/2010,NO,6250
RC62_2010_181,TOLIMA,SALDANA,SAN JUAN,RIEGO,4/27/2010,YES,8/31/2010,NO,6562
RC62_2010_182,TOLIMA,SALDANA,SAN JUAN,RIEGO,4/27/2010,YES,8/31/2010,NO,6125
RC62_2010_196,TOLIMA,SALDANA,SAN JUAN,RIEGO,6/21/2010,YES,10/25/2010,NO,8250
RC62_2010_208,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,8/8/2010,YES,12/12/2010,NO,8563
RC62_2011_257,TOLIMA,SALDANA,YAGUARA,RIEGO,1/28/2011,YES,6/3/2011,NO,6562.5
RC62_2012_539,TOLIMA,SALDANA,YUMA,RIEGO,7/12/2012,YES,11/15/2012,NO,4375
RC1_2009_231,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/4/2009,YES,8/8/2009,NO,6562
RC1_2009_247,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/7/2009,YES,9/10/2009,NO,6214
RC1_2009_245,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/2/2009,YES,9/5/2009,NO,6260
