ID,Department,Municipality,Variety,Cropping_System,Sowing_Date,Sowing_Date_Est,Harvest_Date,Harvest_Date_Est,Yield
RC1_2009_237,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/10/2009,YES,8/14/2009,NO,6875
RC1_2008_45,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,3/28/2008,YES,8/1/2008,NO,7500
RC1_2008_65,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/2/2008,YES,9/5/2008,NO,8437
RC1_2008_36,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,3/1/2008,YES,7/5/2008,NO,9060
RC1_2008_58,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/21/2008,YES,8/25/2008,NO,8333
RC1_2008_37,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,3/1/2008,YES,7/5/2008,NO,8477
RC1_2009_253,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/29/2009,YES,10/2/2009,NO,6875
RC1_2008_53,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/14/2008,YES,8/18/2008,NO,8125
RC1_2008_61,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/28/2008,YES,9/1/2008,NO,6900
RC1_2009_256,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,6/22/2009,YES,10/26/2009,NO,4687.5
RC1_2008_54,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/15/2008,YES,8/19/2008,NO,8375
RC1_2009_250,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/22/2009,YES,9/25/2009,NO,8190
RC1_2009_223,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,1/16/2009,YES,5/22/2009,NO,7375
RC1_2008_57,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/18/2008,YES,8/22/2008,NO,8750
RC1_2009_252,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/27/2009,YES,9/30/2009,NO,5547
RC1_2009_260,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,7/9/2009,YES,11/12/2009,NO,4375
RC1_2008_43,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,3/23/2008,YES,7/27/2008,NO,8125
RC1_2009_234,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/6/2009,YES,8/10/2009,NO,8750
RC1_2009_242,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/23/2009,YES,8/27/2009,NO,7562
RC1_2009_236,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/8/2009,YES,8/12/2009,NO,6875
RC1_2009_226,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,3/2/2009,YES,7/6/2009,NO,6100
RC1_2009_243,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/28/2009,YES,9/1/2009,NO,8125
RC1_2008_47,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/4/2008,YES,8/8/2008,NO,8750
RC1_2008_59,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,4/21/2008,YES,8/25/2008,NO,8750
RC1_2009_249,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/19/2009,YES,9/22/2009,NO,6000
RC1_2009_222,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,1/6/2009,YES,5/12/2009,NO,9437
RC1_2008_68,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/28/2008,YES,10/1/2008,NO,8250
RC1_2010_538,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,5/12/2010,YES,9/15/2010,NO,6875
RC1_2012_819,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,2/24/2012,YES,6/29/2012,NO,7000
RC1_2011_699,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,7/22/2011,YES,11/25/2011,NO,7500
RC1_2009_233,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,4/6/2009,YES,8/10/2009,NO,7500
RC1_2009_232,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,4/6/2009,YES,8/10/2009,NO,6875
RC1_2010_555,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,7/20/2010,YES,11/23/2010,NO,6250
RC1_2010_554,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,7/19/2010,YES,11/22/2010,NO,8500
RC1_2009_229,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,3/27/2009,YES,7/31/2009,NO,5812
RC1_2009_230,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,4/1/2009,YES,8/5/2009,NO,5375
RC1_2008_32,TOLIMA,SALDANA,COPROSEM 304,RIEGO,2/20/2008,YES,6/25/2008,NO,6800
RC1_2009_241,TOLIMA,SALDANA,COPROSEM 304,RIEGO,4/23/2009,YES,8/27/2009,NO,5937
RC1_2008_51,TOLIMA,SALDANA,COPROSEM 304,RIEGO,4/11/2008,YES,8/15/2008,NO,7937
RC1_2008_31,TOLIMA,SALDANA,COPROSEM 304,RIEGO,2/15/2008,YES,6/20/2008,NO,10000
RC1_2008_35,TOLIMA,SALDANA,COPROSEM 304,RIEGO,2/23/2008,YES,6/28/2008,NO,6300
RC1_2009_244,TOLIMA,SALDANA,COPROSEM 304,RIEGO,4/30/2009,YES,9/3/2009,NO,8187
RC1_2008_67,TOLIMA,SALDANA,COPROSEM 304,RIEGO,5/22/2008,YES,9/25/2008,NO,7500
RC1_2009_246,TOLIMA,SALDANA,F2000,RIEGO,5/2/2009,YES,9/5/2009,NO,7000
RC1_2008_52,TOLIMA,SALDANA,F2000,RIEGO,4/11/2008,YES,8/15/2008,NO,7000
RC1_2008_62,TOLIMA,SALDANA,F275,RIEGO,5/2/2008,YES,9/5/2008,NO,7000
RC1_2008_50,TOLIMA,SALDANA,F275,RIEGO,4/11/2008,YES,8/15/2008,NO,8500
RC1_2009_227,TOLIMA,SALDANA,F275,RIEGO,3/5/2009,YES,7/9/2009,NO,6250
RC1_2010_540,TOLIMA,SALDANA,F275,RIEGO,5/15/2010,YES,9/18/2010,NO,7312
RC1_2008_64,TOLIMA,SALDANA,F275,RIEGO,5/2/2008,YES,9/5/2008,NO,9062
RC1_2008_40,TOLIMA,SALDANA,F275,RIEGO,3/11/2008,YES,7/15/2008,NO,8375
RC1_2009_238,TOLIMA,SALDANA,F275,RIEGO,4/11/2009,YES,8/15/2009,NO,7250
RC1_2009_240,TOLIMA,SALDANA,F275,RIEGO,4/17/2009,YES,8/21/2009,NO,7812
RC1_2009_257,TOLIMA,SALDANA,F275,RIEGO,6/27/2009,YES,10/31/2009,NO,5250
RC1_2008_56,TOLIMA,SALDANA,F275,RIEGO,4/16/2008,YES,8/20/2008,NO,8220
RC1_2008_39,TOLIMA,SALDANA,F275,RIEGO,3/6/2008,YES,7/10/2008,NO,8437
RC1_2008_69,TOLIMA,SALDANA,F369 + F473,RIEGO,6/1/2008,YES,10/5/2008,NO,6875
RC1_2009_259,TOLIMA,SALDANA,F473,RIEGO,7/1/2009,YES,11/4/2009,NO,9000
RC1_2009_235,TOLIMA,SALDANA,F473,RIEGO,4/8/2009,YES,8/12/2009,NO,7250
RC1_2009_225,TOLIMA,SALDANA,F50,RIEGO,2/11/2009,YES,6/17/2009,NO,7812
RC1_2008_29,TOLIMA,SALDANA,F50,RIEGO,1/10/2008,YES,5/15/2008,NO,6750
RC1_2008_60,TOLIMA,SALDANA,F50,RIEGO,4/22/2008,YES,8/26/2008,NO,9375
RC1_2008_49,TOLIMA,SALDANA,F60,RIEGO,4/11/2008,YES,8/15/2008,NO,9207
RC1_2009_228,TOLIMA,SALDANA,F60,RIEGO,3/18/2009,YES,7/22/2009,NO,7375
RC1_2008_63,TOLIMA,SALDANA,F60,RIEGO,5/2/2008,YES,9/5/2008,NO,8437
RC1_2009_261,TOLIMA,SALDANA,F60,RIEGO,7/17/2009,YES,11/20/2009,NO,6250
RC1_2009_224,TOLIMA,SALDANA,F60,RIEGO,2/4/2009,YES,6/10/2009,NO,7200
RC1_2010_542,TOLIMA,SALDANA,F60,RIEGO,5/25/2010,YES,9/28/2010,NO,8125
RC1_2008_66,TOLIMA,SALDANA,F60,RIEGO,5/7/2008,YES,9/10/2008,NO,8125
RC1_2008_55,TOLIMA,SALDANA,F60,RIEGO,4/15/2008,YES,8/19/2008,NO,6500
RC1_2008_70,TOLIMA,SALDANA,F60,RIEGO,6/11/2008,YES,10/15/2008,NO,8125
RC1_2008_34,TOLIMA,SALDANA,F60,RIEGO,2/20/2008,YES,6/25/2008,NO,7312
RC1_2008_42,TOLIMA,SALDANA,F60,RIEGO,3/21/2008,YES,7/25/2008,NO,7630
RC1_2008_46,TOLIMA,SALDANA,F60,RIEGO,4/3/2008,YES,8/7/2008,NO,9083
RC1_2011_691,TOLIMA,SALDANA,F60,RIEGO,7/4/2011,YES,11/7/2011,NO,6875
RC1_2010_537,TOLIMA,SALDANA,F60,RIEGO,5/6/2010,YES,9/9/2010,NO,7500
RC1_2011_687,TOLIMA,SALDANA,F733,RIEGO,6/6/2011,YES,10/10/2011,NO,5625
RC1_2011_696,TOLIMA,SALDANA,F733,RIEGO,7/20/2011,YES,11/23/2011,NO,6400
RC1_2011_695,TOLIMA,SALDANA,F733,RIEGO,7/15/2011,YES,11/18/2011,NO,7375
RC1_2011_686,TOLIMA,SALDANA,F733,RIEGO,6/6/2011,YES,10/10/2011,NO,6875
RC1_2012_820,TOLIMA,SALDANA,F733,RIEGO,2/24/2012,YES,6/29/2012,NO,6875
RC1_2012_818,TOLIMA,SALDANA,F733,RIEGO,2/24/2012,YES,6/29/2012,NO,7062.5
RC1_2011_685,TOLIMA,SALDANA,F733,RIEGO,6/1/2011,YES,10/5/2011,NO,6250
RC1_2011_693,TOLIMA,SALDANA,F733,RIEGO,7/8/2011,YES,11/11/2011,NO,6562
RC1_2012_823,TOLIMA,SALDANA,F733,RIEGO,3/5/2012,YES,7/9/2012,NO,6875
RC1_2011_683,TOLIMA,SALDANA,F733,RIEGO,5/30/2011,YES,10/3/2011,NO,8500
RC1_2011_688,TOLIMA,SALDANA,F733,RIEGO,6/21/2011,YES,10/25/2011,NO,6218
RC1_2011_690,TOLIMA,SALDANA,F733,RIEGO,7/1/2011,YES,11/4/2011,NO,6300
RC1_2011_689,TOLIMA,SALDANA,F733,RIEGO,7/1/2011,YES,11/4/2011,NO,6250
RC1_2011_701,TOLIMA,SALDANA,F733,RIEGO,7/23/2011,YES,11/26/2011,NO,7717
RC1_2011_698,TOLIMA,SALDANA,F733,RIEGO,7/22/2011,YES,11/25/2011,NO,7631
RC1_2011_697,TOLIMA,SALDANA,F733,RIEGO,7/22/2011,YES,11/25/2011,NO,7916
RC1_2010_533,TOLIMA,SALDANA,F733,RIEGO,4/22/2010,YES,8/26/2010,NO,7187.5
RC1_2011_684,TOLIMA,SALDANA,F733,RIEGO,5/31/2011,YES,10/4/2011,NO,8083
RC1_2010_456,TOLIMA,SALDANA,F733,RIEGO,1/9/2010,YES,5/15/2010,NO,6200
RC1_2010_457,TOLIMA,SALDANA,F733,RIEGO,2/24/2010,YES,6/30/2010,NO,6500
RC1_2008_71,TOLIMA,SALDANA,F733,RIEGO,6/21/2008,YES,10/25/2008,NO,8520
RC1_2010_551,TOLIMA,SALDANA,F733,RIEGO,7/7/2010,YES,11/10/2010,NO,7125
RC1_2008_30,TOLIMA,SALDANA,FORTALEZA,RIEGO,2/10/2008,YES,6/15/2008,NO,6875
RC1_2008_33,TOLIMA,SALDANA,FORTALEZA,RIEGO,2/20/2008,YES,6/25/2008,NO,7875
RC1_2008_38,TOLIMA,SALDANA,FORTALEZA,RIEGO,3/6/2008,YES,7/10/2008,NO,7625
RC1_2008_48,TOLIMA,SALDANA,Fortaleza + Pastrana,RIEGO,4/6/2008,YES,8/10/2008,NO,9200
RC1_2011_636,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/15/2011,YES,5/21/2011,NO,7062.5
RC1_2011_645,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/30/2011,YES,6/5/2011,NO,6250
RC1_2008_44,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/24/2008,YES,7/28/2008,NO,6750
RC1_2011_643,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/27/2011,YES,6/2/2011,NO,5937.5
RC1_2011_648,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/1/2011,YES,6/7/2011,NO,5750
RC1_2011_640,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/21/2011,YES,5/27/2011,NO,6250
RC1_2012_798,TOLIMA,SALDANA,LAGUNAS,RIEGO,12/23/2011,YES,4/27/2012,NO,5625
RC1_2011_647,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/1/2011,YES,6/7/2011,NO,4687.5
RC1_2012_815,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/17/2012,YES,6/22/2012,NO,6148
RC1_2012_821,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/29/2012,YES,7/4/2012,NO,6981
RC1_2012_822,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/2/2012,YES,7/6/2012,NO,5750
RC1_2012_816,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/17/2012,YES,6/22/2012,NO,6562
RC1_2011_649,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/3/2011,YES,6/9/2011,NO,6500
RC1_2011_641,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/22/2011,YES,5/28/2011,NO,6750
RC1_2008_41,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/21/2008,YES,7/25/2008,NO,5375
RC1_2011_646,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/31/2011,YES,6/6/2011,NO,6875
RC1_2011_644,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/27/2011,YES,6/2/2011,NO,5750
RC1_2011_694,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/11/2011,YES,11/14/2011,NO,7375
RC1_2011_700,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/22/2011,YES,11/25/2011,NO,6125
RC1_2012_817,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/18/2012,YES,6/23/2012,NO,5312.5
RC1_2012_827,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/28/2012,YES,8/1/2012,NO,6875
RC1_2011_651,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/4/2011,YES,6/10/2011,NO,8000
RC1_2011_642,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/23/2011,YES,5/29/2011,NO,5625
RC1_2011_650,TOLIMA,SALDANA,LAGUNAS,RIEGO,2/3/2011,YES,6/9/2011,NO,8250
RC1_2011_638,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/20/2011,YES,5/26/2011,NO,6875
RC1_2012_825,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/27/2012,YES,7/31/2012,NO,6562.5
RC1_2012_824,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/22/2012,YES,7/26/2012,NO,6250
RC1_2012_829,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/2/2012,YES,8/6/2012,NO,5000
RC1_2011_692,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/7/2011,YES,11/10/2011,NO,5625
RC1_2012_830,TOLIMA,SALDANA,LAGUNAS,RIEGO,4/5/2012,YES,8/9/2012,NO,5625
RC1_2011_637,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/18/2011,YES,5/24/2011,NO,6875
RC1_2008_28,TOLIMA,SALDANA,LAGUNAS,RIEGO,9/29/2007,YES,2/2/2008,NO,7125
RC1_2011_679,TOLIMA,SALDANA,MOCARI,RIEGO,2/26/2011,YES,7/2/2011,NO,5562
RC1_2011_682,TOLIMA,SALDANA,MOCARI,RIEGO,3/14/2011,YES,7/18/2011,NO,4815
RC1_2011_681,TOLIMA,SALDANA,MOCARI,RIEGO,3/5/2011,YES,7/9/2011,NO,4300
RC1_2011_680,TOLIMA,SALDANA,MOCARI,RIEGO,2/28/2011,YES,7/4/2011,NO,5125
RC1_2009_239,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,4/14/2009,YES,8/18/2009,NO,6875
RC1_2009_248,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,5/12/2009,YES,9/15/2009,NO,7500
RC1_2009_251,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,5/25/2009,YES,9/28/2009,NO,6250
RC1_2009_255,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,6/18/2009,YES,10/22/2009,NO,7437
RC1_2009_254,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,6/1/2009,YES,10/5/2009,NO,7187
RC1_2010_539,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,5/12/2010,YES,9/15/2010,NO,6923
RC1_2010_455,TOLIMA,SALDANA,ONLY RICE 228,RIEGO,12/19/2009,YES,4/24/2010,NO,5600
RC1_2012_826,TOLIMA,SALDANA,ORYZICA 1,RIEGO,3/28/2012,YES,8/1/2012,NO,7125
RC1_2012_828,TOLIMA,SALDANA,ORYZICA 1,RIEGO,3/29/2012,YES,8/2/2012,NO,6428
RC1_2009_258,TOLIMA,SALDANA,PANORAMA ,RIEGO,6/30/2009,YES,11/3/2009,NO,5625
RC1_2010_541,TOLIMA,SALDANA,PANORAMA ,RIEGO,5/17/2010,YES,9/20/2010,NO,7500
RC27_2013_372,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/23/2013,YES,8/27/2013,NO,6563
RC27_2013_371,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/23/2013,YES,8/27/2013,NO,6250
RC27_2013_344,TOLIMA,PURIFICACION,F2000,RIEGO,4/12/2013,YES,8/16/2013,NO,6438
RC27_2013_320,TOLIMA,PURIFICACION,F473,RIEGO,3/6/2013,YES,7/10/2013,NO,5688
RC27_2013_332,TOLIMA,PURIFICACION,F473,RIEGO,3/23/2013,YES,7/27/2013,NO,6250
RC27_2013_333,TOLIMA,PURIFICACION,F473,RIEGO,3/23/2013,YES,7/27/2013,NO,6250
RC27_2013_334,TOLIMA,PURIFICACION,F473,RIEGO,3/23/2013,YES,7/27/2013,NO,6250
RC27_2013_335,TOLIMA,PURIFICACION,F473,RIEGO,3/25/2013,YES,7/29/2013,NO,5250
RC27_2013_336,TOLIMA,PURIFICACION,F473,RIEGO,3/29/2013,YES,8/2/2013,NO,6500
RC27_2013_368,TOLIMA,PURIFICACION,F473,RIEGO,4/23/2013,YES,8/27/2013,NO,10375
RC27_2013_369,TOLIMA,PURIFICACION,F473,RIEGO,4/23/2013,YES,8/27/2013,NO,10375
RC27_2013_380,TOLIMA,PURIFICACION,F473,RIEGO,4/23/2013,YES,8/27/2013,NO,6250
RC27_2013_376,TOLIMA,PURIFICACION,F473,RIEGO,4/23/2013,YES,8/27/2013,NO,6250
RC27_2013_375,TOLIMA,PURIFICACION,F473,RIEGO,4/23/2013,YES,8/27/2013,NO,6875
RC27_2013_384,TOLIMA,PURIFICACION,F473,RIEGO,4/24/2013,YES,8/28/2013,NO,6250
RC27_2013_395,TOLIMA,PURIFICACION,F473,RIEGO,4/26/2013,YES,8/30/2013,NO,6250
RC27_2013_398,TOLIMA,PURIFICACION,F473,RIEGO,4/26/2013,YES,8/30/2013,NO,6250
RC27_2013_307,TOLIMA,PURIFICACION,F473,RIEGO,8/20/2013,YES,12/24/2013,NO,6750
RC27_2013_355,TOLIMA,PURIFICACION,F60,RIEGO,4/21/2013,YES,8/25/2013,NO,8188
RC27_2013_315,TOLIMA,PURIFICACION,F733,RIEGO,12/10/2012,YES,4/15/2013,NO,6875
RC27_2013_343,TOLIMA,PURIFICACION,F733,RIEGO,4/11/2013,YES,8/15/2013,NO,6938
RC27_2013_350,TOLIMA,PURIFICACION,F733,RIEGO,4/17/2013,YES,8/21/2013,NO,6250
RC27_2013_354,TOLIMA,PURIFICACION,F733,RIEGO,4/20/2013,YES,8/24/2013,NO,6438
RC27_2013_394,TOLIMA,PURIFICACION,F733,RIEGO,4/26/2013,YES,8/30/2013,NO,5625
RC27_2013_415,TOLIMA,PURIFICACION,F733,RIEGO,5/18/2013,YES,9/21/2013,NO,7563
RC27_2013_287,TOLIMA,PURIFICACION,F733,RIEGO,7/9/2013,YES,11/12/2013,NO,5625
RC27_2013_302,TOLIMA,PURIFICACION,F733,RIEGO,7/12/2013,YES,11/15/2013,NO,7596
RC27_2013_303,TOLIMA,PURIFICACION,F733,RIEGO,7/17/2013,YES,11/20/2013,NO,4687
RC27_2013_288,TOLIMA,PURIFICACION,F733,RIEGO,7/29/2013,YES,12/2/2013,NO,5000
RC27_2013_301,TOLIMA,PURIFICACION,F733,RIEGO,8/26/2013,YES,12/30/2013,NO,6250
RC27_2013_318,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/1/2013,YES,7/5/2013,NO,5313
RC27_2013_326,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/16/2013,YES,7/20/2013,NO,7125
RC27_2013_329,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/20/2013,YES,7/24/2013,NO,7938
RC27_2013_349,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,4/17/2013,YES,8/21/2013,NO,4063
RC27_2013_396,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,4/26/2013,YES,8/30/2013,NO,5000
RC27_2013_327,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,3/19/2013,YES,7/23/2013,NO,5000
RC27_2013_321,TOLIMA,PURIFICACION,ORYZICA 1,RIEGO,3/6/2013,YES,7/10/2013,NO,7313
RC27_2013_393,TOLIMA,PURIFICACION,ORYZICA 1,RIEGO,4/24/2013,YES,8/28/2013,NO,7688
RC27_2013_374,TOLIMA,PURIFICACION,OTRAS,RIEGO,4/23/2013,YES,8/27/2013,NO,8875
RC27_2013_373,TOLIMA,PURIFICACION,OTRAS,RIEGO,4/23/2013,YES,8/27/2013,NO,8875
RC27_2013_365,TOLIMA,PURIFICACION,OTRAS,RIEGO,4/23/2013,YES,8/27/2013,NO,6500
RC27_2013_404,TOLIMA,PURIFICACION,OTRAS,RIEGO,5/2/2013,YES,9/5/2013,NO,5125
RC27_2013_366,TOLIMA,PURIFICACION,PANORAMA ,RIEGO,4/23/2013,YES,8/27/2013,NO,6250
RC27_2013_330,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,3/23/2013,YES,7/27/2013,NO,8750
RC27_2013_323,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,3/23/2013,YES,7/27/2013,NO,2500
RC27_2013_352,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/17/2013,YES,8/21/2013,NO,9063
RC27_2013_348,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/17/2013,YES,8/21/2013,NO,6250
RC27_2013_379,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/23/2013,YES,8/27/2013,NO,8750
RC27_2013_378,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/23/2013,YES,8/27/2013,NO,8750
RC27_2013_399,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/26/2013,YES,8/30/2013,NO,6813
RC27_2013_403,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,4/29/2013,YES,9/2/2013,NO,6250
RC27_2013_328,TOLIMA,PURIFICACION,VENEZUELA 21,RIEGO,3/20/2013,YES,7/24/2013,NO,6750
RC27_2013_397,TOLIMA,PURIFICACION,VENEZUELA 21,RIEGO,4/26/2013,YES,8/30/2013,NO,6000
RC27_2013_313,TOLIMA,PURIFICACION,YUMA,RIEGO,9/1/2012,YES,1/5/2013,NO,7500
RC27_2013_319,TOLIMA,PURIFICACION,YUMA,RIEGO,3/1/2013,YES,7/5/2013,NO,7125
RC27_2013_418,TOLIMA,SALDANA,CIMARRON BARINAS,RIEGO,5/20/2013,YES,9/23/2013,NO,7750
RC27_2013_316,TOLIMA,SALDANA,F473,RIEGO,12/10/2012,YES,4/15/2013,NO,6875
RC27_2013_402,TOLIMA,SALDANA,F473,RIEGO,3/28/2013,YES,8/1/2013,NO,7875
RC27_2013_337,TOLIMA,SALDANA,F473,RIEGO,4/1/2013,YES,8/5/2013,NO,6625
RC27_2013_338,TOLIMA,SALDANA,F473,RIEGO,4/4/2013,YES,8/8/2013,NO,7000
RC27_2013_340,TOLIMA,SALDANA,F473,RIEGO,4/6/2013,YES,8/10/2013,NO,5250
RC27_2013_353,TOLIMA,SALDANA,F473,RIEGO,4/19/2013,YES,8/23/2013,NO,8250
RC27_2013_405,TOLIMA,SALDANA,F473,RIEGO,5/7/2013,YES,9/10/2013,NO,6500
RC27_2013_408,TOLIMA,SALDANA,F473,RIEGO,5/11/2013,YES,9/14/2013,NO,4438
