ID,Department,Municipality,Variety,Cropping_System,Sowing_Date,Sowing_Date_Est,Harvest_Date,Harvest_Date_Est,Yield
RC27_2013_293,TOLIMA,SALDANA,F473,RIEGO,6/6/2013,YES,10/10/2013,NO,4567
RC27_2013_306,TOLIMA,SALDANA,F473,RIEGO,7/15/2013,YES,11/18/2013,NO,6875
RC27_2013_298,TOLIMA,SALDANA,F473,RIEGO,8/12/2013,YES,12/16/2013,NO,4187
RC27_2013_413,TOLIMA,SALDANA,F60,RIEGO,5/17/2013,YES,9/20/2013,NO,6625
RC27_2013_414,TOLIMA,SALDANA,F60,RIEGO,5/17/2013,YES,9/20/2013,NO,6250
RC27_2013_421,TOLIMA,SALDANA,F60,RIEGO,5/21/2013,YES,9/24/2013,NO,7313
RC27_2013_294,TOLIMA,SALDANA,F60,RIEGO,7/10/2013,YES,11/13/2013,NO,5625
RC27_2013_409,TOLIMA,SALDANA,F733,RIEGO,5/13/2013,YES,9/16/2013,NO,7500
RC27_2013_411,TOLIMA,SALDANA,F733,RIEGO,5/17/2013,YES,9/20/2013,NO,6875
RC27_2013_416,TOLIMA,SALDANA,F733,RIEGO,5/19/2013,YES,9/22/2013,NO,6688
RC27_2013_417,TOLIMA,SALDANA,F733,RIEGO,5/20/2013,YES,9/23/2013,NO,6500
RC27_2013_419,TOLIMA,SALDANA,F733,RIEGO,5/21/2013,YES,9/24/2013,NO,5750
RC27_2013_297,TOLIMA,SALDANA,F733,RIEGO,6/14/2013,YES,10/18/2013,NO,5178
RC27_2013_289,TOLIMA,SALDANA,F733,RIEGO,8/5/2013,YES,12/9/2013,NO,5729
RC27_2013_407,TOLIMA,SALDANA,LAGUNAS,RIEGO,5/11/2013,YES,9/14/2013,NO,4750
RC27_2013_309,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/8/2013,YES,10/12/2013,NO,6875
RC27_2013_295,TOLIMA,SALDANA,LAGUNAS,RIEGO,6/11/2013,YES,10/15/2013,NO,5937
RC27_2013_305,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/2/2013,YES,11/5/2013,NO,6875
RC27_2013_290,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/2/2013,YES,11/5/2013,NO,5000
RC27_2013_291,TOLIMA,SALDANA,LAGUNAS,RIEGO,7/2/2013,YES,11/5/2013,NO,6250
RC27_2013_310,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/5/2013,YES,12/9/2013,NO,3437
RC27_2013_292,TOLIMA,SALDANA,LAGUNAS,RIEGO,8/19/2013,YES,12/23/2013,NO,6250
RC27_2013_339,TOLIMA,SALDANA,ORYZICA 1,RIEGO,4/6/2013,YES,8/10/2013,NO,5625
RC27_2013_412,TOLIMA,SALDANA,ORYZICA 1,RIEGO,5/17/2013,YES,9/20/2013,NO,5375
RC27_2013_322,TOLIMA,SALDANA,PANORAMA ,RIEGO,3/10/2013,YES,7/14/2013,NO,6500
RC27_2013_406,TOLIMA,SALDANA,TAILANDIA ORO,RIEGO,5/7/2013,YES,9/10/2013,NO,8000
RC27_2013_312,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,7/3/2013,YES,11/6/2013,NO,6875
RC27_2013_308,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,7/7/2013,YES,11/10/2013,NO,5000
RC27_2013_311,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,7/17/2013,YES,11/20/2013,NO,5625
RC27_2013_299,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,8/26/2013,YES,12/30/2013,NO,5094
RC27_2013_304,TOLIMA,SALDANA,YAGUARA,RIEGO,8/13/2013,YES,12/17/2013,NO,5625
RC27_2013_296,TOLIMA,SALDANA,YAGUARA,RIEGO,8/19/2013,YES,12/23/2013,NO,6875
RC61_2008_989,TOLIMA,PURIFICACION,ACARIGUA,RIEGO,3/1/2008,YES,7/5/2008,NO,6700
RC61_2008_1235,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/11/2008,YES,8/15/2008,NO,8750
RC61_2009_4217,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/23/2009,YES,8/27/2009,NO,7500
RC61_2009_4701,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,6/12/2009,YES,10/16/2009,NO,5390
RC61_2009_3355,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,3/4/2009,YES,7/8/2009,NO,7187
RC61_2009_4096,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/15/2009,YES,8/19/2009,NO,6250
RC61_2008_1541,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,5/14/2008,YES,9/17/2008,NO,6500
RC61_2009_4745,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,7/6/2009,YES,11/9/2009,NO,3750
RC61_2009_3722,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,3/25/2009,YES,7/29/2009,NO,6250
RC61_2009_3075,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,2/10/2009,YES,6/16/2009,NO,6875
RC61_2009_3454,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,3/11/2009,YES,7/15/2009,NO,5000
RC61_2009_2973,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,2/2/2009,YES,6/8/2009,NO,7500
RC61_2009_4637,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,6/2/2009,YES,10/6/2009,NO,6875
RC61_2009_4732,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,6/23/2009,YES,10/27/2009,NO,5125
RC61_2009_4569,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,5/23/2009,YES,9/26/2009,NO,5625
RC61_2009_2748,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,1/6/2009,YES,5/12/2009,NO,7812
RC61_2008_1153,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,4/1/2008,YES,8/5/2008,NO,8375
RC61_2008_918,TOLIMA,PURIFICACION,CIMARRON BARINAS,RIEGO,2/10/2008,YES,6/15/2008,NO,7500
RC61_2010_8290,TOLIMA,PURIFICACION,COLOMBIA XXI,RIEGO,5/26/2010,YES,9/29/2010,NO,8125
RC61_2008_1713,TOLIMA,PURIFICACION,COPROSEM 304,RIEGO,6/11/2008,YES,10/15/2008,NO,8750
RC61_2009_4528,TOLIMA,PURIFICACION,COPROSEM 304,RIEGO,5/17/2009,YES,9/20/2009,NO,5833.333333
RC61_2009_2372,TOLIMA,PURIFICACION,COPROSEM 304,RIEGO,11/9/2008,YES,3/15/2009,NO,6500
RC61_2011_10974,TOLIMA,PURIFICACION,DORADA,RIEGO,3/19/2011,YES,7/23/2011,NO,5062
RC61_2008_741,TOLIMA,PURIFICACION,F2000,RIEGO,9/16/2007,YES,1/20/2008,NO,8500
RC61_2008_980,TOLIMA,PURIFICACION,F2000,RIEGO,2/27/2008,YES,7/2/2008,NO,6700
RC61_2008_1618,TOLIMA,PURIFICACION,F275,RIEGO,5/26/2008,YES,9/29/2008,NO,7500
RC61_2008_1690,TOLIMA,PURIFICACION,F275,RIEGO,6/1/2008,YES,10/5/2008,NO,7560
RC61_2008_1004,TOLIMA,PURIFICACION,F275,RIEGO,3/11/2008,YES,7/15/2008,NO,9375
RC61_2008_1231,TOLIMA,PURIFICACION,F275,RIEGO,4/11/2008,YES,8/15/2008,NO,8000
RC61_2009_2886,TOLIMA,PURIFICACION,F275,RIEGO,1/28/2009,YES,6/3/2009,NO,7800
RC61_2009_3084,TOLIMA,PURIFICACION,F275,RIEGO,2/11/2009,YES,6/17/2009,NO,7500
RC61_2009_4669,TOLIMA,PURIFICACION,F275,RIEGO,6/8/2009,YES,10/12/2009,NO,7687.5
RC61_2009_4706,TOLIMA,PURIFICACION,F275,RIEGO,6/15/2009,YES,10/19/2009,NO,6720
RC61_2009_4308,TOLIMA,PURIFICACION,F275,RIEGO,4/30/2009,YES,9/3/2009,NO,8125
RC61_2009_3193,TOLIMA,PURIFICACION,F275,RIEGO,2/21/2009,YES,6/27/2009,NO,7437
RC61_2008_1128,TOLIMA,PURIFICACION,F369,RIEGO,3/28/2008,YES,8/1/2008,NO,8437
RC64_2013_14,TOLIMA,PURIFICACION,F473,RIEGO,11/7/2012,YES,3/13/2013,NO,6250
RC64_2013_19,TOLIMA,PURIFICACION,F473 + F733,RIEGO,11/19/2012,YES,3/25/2013,NO,6250
RC64_2013_20,TOLIMA,PURIFICACION,F473 + F733,RIEGO,11/30/2012,YES,4/5/2013,NO,6805
RC61_2012_13027,TOLIMA,PURIFICACION,F473 + F733,RIEGO,10/4/2011,YES,2/7/2012,NO,5312.5
RC61_2012_12966,TOLIMA,PURIFICACION,F473 + F733,RIEGO,9/29/2011,YES,2/2/2012,NO,5000
RC61_2012_13266,TOLIMA,PURIFICACION,F473 + F733,RIEGO,10/20/2011,YES,2/23/2012,NO,5312.5
RC61_2012_13268,TOLIMA,PURIFICACION,F473 + F733,RIEGO,10/20/2011,YES,2/23/2012,NO,5312.5
RC61_2012_12961,TOLIMA,PURIFICACION,F473 + F733,RIEGO,9/29/2011,YES,2/2/2012,NO,5000
RC61_2009_4527,TOLIMA,PURIFICACION,F50,RIEGO,5/17/2009,YES,9/20/2009,NO,6125
RC61_2008_1333,TOLIMA,PURIFICACION,F50,RIEGO,4/21/2008,YES,8/25/2008,NO,4500
RC61_2009_3922,TOLIMA,PURIFICACION,F50,RIEGO,4/4/2009,YES,8/8/2009,NO,6062
RC61_2008_1622,TOLIMA,PURIFICACION,F50,RIEGO,5/27/2008,YES,9/30/2008,NO,8000
RC61_2008_1615,TOLIMA,PURIFICACION,F50,RIEGO,5/25/2008,YES,9/28/2008,NO,8312
RC61_2008_1711,TOLIMA,PURIFICACION,F50,RIEGO,6/11/2008,YES,10/15/2008,NO,6937
RC61_2008_1589,TOLIMA,PURIFICACION,F50,RIEGO,5/22/2008,YES,9/25/2008,NO,8125
RC61_2008_1162,TOLIMA,PURIFICACION,F50,RIEGO,4/3/2008,YES,8/7/2008,NO,7375
RC64_2013_59,TOLIMA,PURIFICACION,F60,RIEGO,4/15/2013,YES,8/19/2013,NO,5437
RC61_2008_1176,TOLIMA,PURIFICACION,F60,RIEGO,4/4/2008,YES,8/8/2008,NO,8125
RC61_2008_1237,TOLIMA,PURIFICACION,F60,RIEGO,4/11/2008,YES,8/15/2008,NO,8800
RC61_2008_1138,TOLIMA,PURIFICACION,F60,RIEGO,3/29/2008,YES,8/2/2008,NO,8750
RC61_2009_3433,TOLIMA,PURIFICACION,F60,RIEGO,3/10/2009,YES,7/14/2009,NO,8200
RC61_2008_1152,TOLIMA,PURIFICACION,F60,RIEGO,4/1/2008,YES,8/5/2008,NO,9812
RC61_2008_1137,TOLIMA,PURIFICACION,F60,RIEGO,3/29/2008,YES,8/2/2008,NO,8375
RC61_2008_1697,TOLIMA,PURIFICACION,F60,RIEGO,6/6/2008,YES,10/10/2008,NO,8875
RC61_2009_3085,TOLIMA,PURIFICACION,F60,RIEGO,2/11/2009,YES,6/17/2009,NO,7100
RC61_2008_983,TOLIMA,PURIFICACION,F60,RIEGO,2/29/2008,YES,7/4/2008,NO,7812
RC61_2008_1228,TOLIMA,PURIFICACION,F60,RIEGO,4/11/2008,YES,8/15/2008,NO,8312
RC61_2008_1357,TOLIMA,PURIFICACION,F60,RIEGO,4/24/2008,YES,8/28/2008,NO,9375
RC61_2008_1590,TOLIMA,PURIFICACION,F60,RIEGO,5/22/2008,YES,9/25/2008,NO,7625
RC61_2008_1519,TOLIMA,PURIFICACION,F60,RIEGO,5/12/2008,YES,9/15/2008,NO,8312
RC61_2008_1521,TOLIMA,PURIFICACION,F60,RIEGO,5/12/2008,YES,9/15/2008,NO,8437
RC61_2009_4734,TOLIMA,PURIFICACION,F60,RIEGO,6/26/2009,YES,10/30/2009,NO,7000
RC61_2010_7975,TOLIMA,PURIFICACION,F60,RIEGO,5/2/2010,YES,9/5/2010,NO,6500
RC61_2009_4691,TOLIMA,PURIFICACION,F60,RIEGO,6/11/2009,YES,10/15/2009,NO,9750
RC61_2010_7840,TOLIMA,PURIFICACION,F60,RIEGO,4/24/2010,YES,8/28/2010,NO,6500
RC61_2008_1468,TOLIMA,PURIFICACION,F60,RIEGO,5/2/2008,YES,9/5/2008,NO,6562
RC61_2010_7899,TOLIMA,PURIFICACION,F60,RIEGO,4/28/2010,YES,9/1/2010,NO,8138
RC61_2010_6393,TOLIMA,PURIFICACION,F60,RIEGO,12/20/2009,YES,4/25/2010,NO,5900
RC61_2008_1257,TOLIMA,PURIFICACION,F60,RIEGO,4/13/2008,YES,8/17/2008,NO,8333
RC61_2008_1577,TOLIMA,PURIFICACION,F60,RIEGO,5/19/2008,YES,9/22/2008,NO,8625
RC61_2009_4690,TOLIMA,PURIFICACION,F60,RIEGO,6/11/2009,YES,10/15/2009,NO,8385
RC61_2008_1148,TOLIMA,PURIFICACION,F60,RIEGO,3/31/2008,YES,8/4/2008,NO,7875
RC61_2008_1184,TOLIMA,PURIFICACION,F60,RIEGO,4/6/2008,YES,8/10/2008,NO,8262
RC61_2008_1561,TOLIMA,PURIFICACION,F60,RIEGO,5/17/2008,YES,9/20/2008,NO,8312
RC64_2013_24,TOLIMA,PURIFICACION,F733,RIEGO,12/10/2012,YES,4/15/2013,NO,5000
RC64_2013_56,TOLIMA,PURIFICACION,F733,RIEGO,4/11/2013,YES,8/15/2013,NO,6937
RC64_2013_25,TOLIMA,PURIFICACION,F733,RIEGO,12/10/2012,YES,4/15/2013,NO,5312
RC64_2012_4,TOLIMA,PURIFICACION,F733,RIEGO,8/21/2012,YES,12/25/2012,NO,5000
RC64_2013_15,TOLIMA,PURIFICACION,F733,RIEGO,11/9/2012,YES,3/15/2013,NO,5312
RC64_2013_6,TOLIMA,PURIFICACION,F733,RIEGO,9/6/2012,YES,1/10/2013,NO,5000
RC64_2013_7,TOLIMA,PURIFICACION,F733,RIEGO,9/12/2012,YES,1/16/2013,NO,6875
RC64_2013_5,TOLIMA,PURIFICACION,F733,RIEGO,9/1/2012,YES,1/5/2013,NO,4375
RC61_2010_7942,TOLIMA,PURIFICACION,F733,RIEGO,4/30/2010,YES,9/3/2010,NO,8750
RC61_2011_10938,TOLIMA,PURIFICACION,F733,RIEGO,3/17/2011,YES,7/21/2011,NO,7250
RC61_2010_8117,TOLIMA,PURIFICACION,F733,RIEGO,5/10/2010,YES,9/13/2010,NO,8125
RC61_2012_16402,TOLIMA,PURIFICACION,F733,RIEGO,1/4/2012,YES,5/9/2012,NO,5312.5
RC61_2011_12016,TOLIMA,PURIFICACION,F733,RIEGO,7/19/2011,YES,11/22/2011,NO,7500
RC61_2010_8227,TOLIMA,PURIFICACION,F733,RIEGO,5/18/2010,YES,9/21/2010,NO,8437
RC61_2012_15029,TOLIMA,PURIFICACION,F733,RIEGO,3/23/2012,YES,7/27/2012,NO,6562.5
RC61_2008_920,TOLIMA,PURIFICACION,FORTALEZA,RIEGO,2/10/2008,YES,6/15/2008,NO,8222
RC61_2008_1332,TOLIMA,PURIFICACION,FORTALEZA,RIEGO,4/21/2008,YES,8/25/2008,NO,7812
RC61_2009_3322,TOLIMA,PURIFICACION,FORTALEZA,RIEGO,3/1/2009,YES,7/5/2009,NO,7500
RC61_2008_984,TOLIMA,PURIFICACION,FORTALEZA,RIEGO,3/1/2008,YES,7/5/2008,NO,7812
RC61_2010_7780,TOLIMA,PURIFICACION,FORTALEZA,RIEGO,4/21/2010,YES,8/25/2010,NO,8250
RC64_2013_38,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,1/20/2013,YES,5/26/2013,NO,5750
RC64_2013_37,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,1/16/2013,YES,5/22/2013,NO,6750
RC64_2013_36,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,1/14/2013,YES,5/20/2013,NO,5875
RC61_2012_14630,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,2/24/2012,YES,6/29/2012,NO,6562.5
RC61_2012_14912,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/15/2012,YES,7/19/2012,NO,6250
RC61_2012_14973,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/20/2012,YES,7/24/2012,NO,5250
RC61_2012_15030,TOLIMA,PURIFICACION,LAGUNAS,RIEGO,3/23/2012,YES,7/27/2012,NO,5450
RC61_2011_10814,TOLIMA,PURIFICACION,MOCARI,RIEGO,3/8/2011,YES,7/12/2011,NO,5366
RC61_2011_10721,TOLIMA,PURIFICACION,MOCARI,RIEGO,3/2/2011,YES,7/6/2011,NO,5444
RC61_2011_10740,TOLIMA,PURIFICACION,MOCARI,RIEGO,3/3/2011,YES,7/7/2011,NO,6019
RC61_2010_6560,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,1/8/2010,YES,5/14/2010,NO,6200
RC61_2009_4670,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,6/8/2009,YES,10/12/2009,NO,6250
RC61_2009_4757,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,7/20/2009,YES,11/23/2009,NO,5323
RC61_2009_4559,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,5/22/2009,YES,9/25/2009,NO,6250
RC61_2009_4725,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,6/21/2009,YES,10/25/2009,NO,7500
RC61_2009_4654,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,6/6/2009,YES,10/10/2009,NO,7365
RC61_2009_4737,TOLIMA,PURIFICACION,ONLY RICE 228,RIEGO,6/27/2009,YES,10/31/2009,NO,7312
RC61_2009_3700,TOLIMA,PURIFICACION,ONLY RICE 370,RIEGO,3/24/2009,YES,7/28/2009,NO,7312
RC61_2009_3389,TOLIMA,PURIFICACION,ONLY RICE 370,RIEGO,3/6/2009,YES,7/10/2009,NO,7437
RC61_2010_8248,TOLIMA,PURIFICACION,PANORAMA ,RIEGO,5/21/2010,YES,9/24/2010,NO,6150
RC61_2010_8527,TOLIMA,PURIFICACION,PANORAMA ,RIEGO,7/24/2010,YES,11/27/2010,NO,8500
RC61_2008_1145,TOLIMA,PURIFICACION,TAILANDIA,RIEGO,3/30/2008,YES,8/3/2008,NO,7375
RC64_2013_46,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,5/9/2013,YES,9/12/2013,NO,6437
RC64_2013_45,TOLIMA,PURIFICACION,TAILANDIA ORO,RIEGO,5/9/2013,YES,9/12/2013,NO,6875
RC61_2010_8181,TOLIMA,PURIFICACION,YUMA,RIEGO,5/14/2010,YES,9/17/2010,NO,7375
RC64_2013_34,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,1/8/2013,YES,5/14/2013,NO,5750
RC64_2013_64,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,5/8/2013,YES,9/11/2013,NO,7562
RC64_2013_66,TOLIMA,SALDANA,COLOMBIA XXI,RIEGO,3/6/2013,YES,7/10/2013,NO,4687
RC64_2013_63,TOLIMA,SALDANA,F473,RIEGO,5/1/2013,YES,9/4/2013,NO,5937
RC64_2013_29,TOLIMA,SALDANA,F473,RIEGO,12/17/2012,YES,4/22/2013,NO,4687
RC64_2013_44,TOLIMA,SALDANA,F473,RIEGO,2/13/2013,YES,6/19/2013,NO,5000
RC64_2013_42,TOLIMA,SALDANA,F473,RIEGO,1/28/2013,YES,6/3/2013,NO,4062
RC64_2013_28,TOLIMA,SALDANA,F473,RIEGO,12/17/2012,YES,4/22/2013,NO,4125
RC64_2013_43,TOLIMA,SALDANA,F473,RIEGO,3/6/2013,YES,7/10/2013,NO,3562
RC64_2013_12,TOLIMA,SALDANA,F473,RIEGO,10/30/2012,YES,3/5/2013,NO,6000
RC64_2013_17,TOLIMA,SALDANA,F473,RIEGO,11/13/2012,YES,3/19/2013,NO,5550
RC64_2013_18,TOLIMA,SALDANA,F473,RIEGO,11/14/2012,YES,3/20/2013,NO,7250
RC64_2013_31,TOLIMA,SALDANA,F473,RIEGO,1/1/2013,YES,5/7/2013,NO,5937
RC64_2013_9,TOLIMA,SALDANA,F473,RIEGO,9/19/2012,YES,1/23/2013,NO,6250
RC64_2013_11,TOLIMA,SALDANA,F473,RIEGO,10/19/2012,YES,2/22/2013,NO,6000
RC64_2013_26,TOLIMA,SALDANA,F473,RIEGO,12/11/2012,YES,4/16/2013,NO,5203
RC64_2013_23,TOLIMA,SALDANA,F473,RIEGO,12/5/2012,YES,4/10/2013,NO,5625
RC64_2013_71,TOLIMA,SALDANA,F473,RIEGO,4/18/2013,YES,8/22/2013,NO,7125
RC64_2013_10,TOLIMA,SALDANA,F473,RIEGO,10/16/2012,YES,2/19/2013,NO,5937
RC64_2013_21,TOLIMA,SALDANA,F473,RIEGO,12/3/2012,YES,4/8/2013,NO,5000
RC64_2013_70,TOLIMA,SALDANA,F473,RIEGO,4/3/2013,YES,8/7/2013,NO,6750
RC64_2013_30,TOLIMA,SALDANA,F60,RIEGO,12/18/2012,YES,4/23/2013,NO,6852
RC64_2013_49,TOLIMA,SALDANA,F60,RIEGO,3/26/2013,YES,7/30/2013,NO,5000
RC64_2013_51,TOLIMA,SALDANA,F733,RIEGO,4/24/2013,YES,8/28/2013,NO,6750
RC64_2013_13,TOLIMA,SALDANA,F733,RIEGO,11/4/2012,YES,3/10/2013,NO,4187
RC64_2013_16,TOLIMA,SALDANA,F733,RIEGO,11/12/2012,YES,3/18/2013,NO,7187
RC64_2013_72,TOLIMA,SALDANA,F733,RIEGO,5/20/2013,YES,9/23/2013,NO,6250
RC64_2013_22,TOLIMA,SALDANA,F733,RIEGO,12/4/2012,YES,4/9/2013,NO,6500
RC64_2013_50,TOLIMA,SALDANA,F733,RIEGO,5/21/2013,YES,9/24/2013,NO,7333
RC64_2013_47,TOLIMA,SALDANA,F733,RIEGO,4/22/2013,YES,8/26/2013,NO,6500
RC64_2013_8,TOLIMA,SALDANA,F733,RIEGO,9/19/2012,YES,1/23/2013,NO,5625
RC64_2013_68,TOLIMA,SALDANA,F733,RIEGO,2/19/2013,YES,6/25/2013,NO,7187
RC64_2013_67,TOLIMA,SALDANA,F733,RIEGO,3/2/2013,YES,7/6/2013,NO,8125
RC64_2013_57,TOLIMA,SALDANA,F733,RIEGO,4/18/2013,YES,8/22/2013,NO,6437
RC64_2013_35,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/11/2013,YES,5/17/2013,NO,6375
RC64_2013_40,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/29/2013,YES,6/4/2013,NO,3125
RC64_2013_33,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/7/2013,YES,5/13/2013,NO,5000
RC64_2013_41,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/30/2013,YES,6/5/2013,NO,5375
RC64_2013_58,TOLIMA,SALDANA,LAGUNAS,RIEGO,3/13/2013,YES,7/17/2013,NO,6562
RC64_2013_39,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/22/2013,YES,5/28/2013,NO,4875
RC64_2013_52,TOLIMA,SALDANA,LAGUNAS,RIEGO,5/10/2013,YES,9/13/2013,NO,6750
RC64_2013_32,TOLIMA,SALDANA,LAGUNAS,RIEGO,1/3/2013,YES,5/9/2013,NO,6562
RC64_2013_27,TOLIMA,SALDANA,LAGUNAS,RIEGO,12/17/2012,YES,4/22/2013,NO,6500
RC64_2013_55,TOLIMA,SALDANA,MOCARI,RIEGO,4/21/2013,YES,8/25/2013,NO,6500
RC64_2013_54,TOLIMA,SALDANA,MOCARI,RIEGO,5/2/2013,YES,9/5/2013,NO,6187
RC64_2013_65,TOLIMA,SALDANA,TAILANDIA ORO,RIEGO,4/1/2013,YES,8/5/2013,NO,6250
RC64_2013_53,TOLIMA,SALDANA,TAILANDIA ORO,RIEGO,4/30/2013,YES,9/3/2013,NO,7562
RC64_2013_69,TOLIMA,SALDANA,TAILANDIA ORO,RIEGO,5/17/2013,YES,9/20/2013,NO,7187
RC64_2013_61,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,4/19/2013,YES,8/23/2013,NO,6562
RC64_2013_60,TOLIMA,SALDANA,VENEZUELA 21,RIEGO,4/17/2013,YES,8/21/2013,NO,6062
RC64_2013_62,TOLIMA,SALDANA,YAGUARA,RIEGO,2/13/2013,YES,6/19/2013,NO,6875
RC64_2013_48,TOLIMA,SALDANA,YAGUARA,RIEGO,5/21/2013,YES,9/24/2013,NO,6791
